保单文件名, 产品类型, 产品名称, 产品交费方式, 产品条款文字编码
{'file_name': '750416d1-14ef-46d3-993a-026debd677c5_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '太平成长无忧终身重大疾病保险条款'}, {'product_payment': '一次性支付保险费'}, {'product_term': '太平人寿[2017]疾病保险058号'}
{'file_name': '751b6554-febd-4cc0-b9ec-0c6c1c2ad4f5_TERMS'}, {'product_category': '人生重大疾病保险条款'}, {'product_name': '陆家嘴国泰美满人生重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '国泰人寿[2016]疾病保险033号'}
{'file_name': '75237efb-a956-4661-82d4-5eee63461386_TERMS'}, {'product_category': '宝重大疾病保险条款'}, {'product_name': '中华健康宝重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '中华人寿[2016]疾病保险029号'}
{'file_name': '754b2c15-445a-4c00-b53e-5e7858090354_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '嘉禾附加珍爱一生终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '嘉禾人寿[2009]疾病保险030号'}
{'file_name': '76f0dc95-2386-421d-8060-72a41ad6d618_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '平安附加智能星提前给付重大疾病保险'}, {'product_payment': '无'}, {'product_term': '平安人寿[2015]疾病保险029号'}
{'file_name': '78c19f5d-de77-47ad-9fda-ea750b42ded1_TERMS'}, {'product_category': '保险费重大疾病保险条款'}, {'product_name': '附加投保人豁免保险费重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '79039518-c2e2-43f3-b78d-bece03ea4b33_TERMS'}, {'product_category': '保险费疾病保险条款'}, {'product_name': '豁免保险费疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰康人寿[2016]疾病保险037号'}
{'file_name': '7985bd51-2b42-4ea6-894c-32330a1821e3_TERMS'}, {'product_category': '保得康重大疾病保险条款'}, {'product_name': '复星保德信附加保得康重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '德信人寿[2012]疾病保险010号'}
{'file_name': '79bf42c9-a824-4501-84c8-c7ccf29d804e_TERMS'}, {'product_category': '一生重大疾病保险'}, {'product_name': '招商信诺珍爱一生重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '招商信诺[2015]疾病保险064号'}
{'file_name': '7ab56ecb-93e2-4349-9213-cad69fa8ac65_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '金祥宁终身重大疾病保险条款'}, {'product_payment': '一次性交清保险费'}, {'product_term': '昆仑健康[2015]疾病保险032号'}
{'file_name': '7ab74e3c-c694-4c6f-b0f7-8291d6babcb6_TERMS'}, {'product_category': '保费重大疾病保险条款'}, {'product_name': '公司附加投保人豁免保费重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '华夏人寿[2016]疾病保险011号'}
{'file_name': '7abce273-4135-4242-98ab-5c4c73ec23ae_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '验证条款百万康泰终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '华泰人寿[2017]疾病保险007号'}
{'file_name': '7b732347-3d8e-4ff6-b589-b3290821db62_TERMS'}, {'product_category': '万事兴重大疾病保险条款'}, {'product_name': '验证条款嘉禾附加万事兴重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '嘉禾人寿[2009]疾病保险077号'}
{'file_name': '7bfcf9f7-0e83-4890-80b7-0b9873669645_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加幸福金生提前给付重大疾病保险'}, {'product_payment': '分期交付保险费'}, {'product_term': '标准人寿[2012]疾病保险002号'}
{'file_name': '7c4e33ba-ff2f-45be-95aa-a17a86adf5a6_TERMS'}, {'product_category': '人生重大疾病保险条款'}, {'product_name': '阳光人寿附加安享人生重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '阳光人寿[2011]疾病保险011号'}
{'file_name': '7c5bece9-e400-403d-9cf5-1fa4559851b6_TERMS'}, {'product_category': '轻症疾病保险条款'}, {'product_name': '保险有限公司附加康顺轻症疾病保险条款'}, {'product_payment': '无'}, {'product_term': '方正人寿[2014]疾病保险005号'}
{'file_name': '7cc5012d-45dd-4697-8974-8a3ec7013780_TERMS'}, {'product_category': '防护重大疾病保险条款'}, {'product_name': '招商信诺加倍防护重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '招商信诺[2011]疾病保险047号'}
{'file_name': '7cca10e1-dce6-4f46-8df2-59b7c32a50b6_TERMS'}, {'product_category': '长期重大疾病保险'}, {'product_name': '安联附加安康福瑞长期重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '安联人寿[2012]重大疾病保险015号'}
{'file_name': '7cf8fc10-0121-4b8a-b660-0df6d9ba9b25_TERMS'}, {'product_category': '长期重大疾病保险'}, {'product_name': '有限公司附加都会爱长期重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰大都会[2012]疾病保险059号'}
{'file_name': '7d089e63-cd8b-4a01-99f9-b9ee61ee6716_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加阳光随行额外给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '阳光人寿[2014]疾病保险040号'}
{'file_name': '7d6ee033-3c1b-4962-ad7a-d0a2eeb0effa_TERMS'}, {'product_category': '重大疾病保险条款条款'}, {'product_name': '有限公司幸福人生终身重大疾病保险条款条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '7da386a6-0ad4-4671-b932-8f7ea30d97a1_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '有限公司安康怡生终身重大疾病保险条款'}, {'product_payment': '分期交纳保险费'}, {'product_term': '方正人寿[2017]疾病保险014号'}
{'file_name': '7dd3bbae-a94b-4f22-845d-0d85f6d5869d_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '天安人寿康佑一生终身重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '天安人寿[2015]疾病保险042号'}
{'file_name': '7e28cd49-c0ff-40d0-b4a8-723c7d015f92_TERMS'}, {'product_category': '万能重大疾病保险'}, {'product_name': '公司阳光人寿附加万能重大疾病保险'}, {'product_payment': '无'}, {'product_term': '阳光人寿[2011]疾病保险051号'}
{'file_name': '7ecf0c48-d0a8-4531-9bc2-1cc06acebaf5_TERMS'}, {'product_category': '长期重大疾病保险'}, {'product_name': '安联附加安康福至长期重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '安联人寿[2016]疾病保险011号'}
{'file_name': '7edf8b67-7344-455b-ac15-9f80b1156c96_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加金保安康多次给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '永明人寿[2017]疾病保险12号'}
{'file_name': '7f1867ae-710c-47e4-9859-ae88db79ef0b_TERMS'}, {'product_category': '女性疾病保险'}, {'product_name': '友邦附加添馨女性疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '7f9fad52-b757-45ba-94c8-ed1fa4d952ab_TERMS'}, {'product_category': '危重疾病保险条款'}, {'product_name': '英大百万呵护定期危重疾病保险条款'}, {'product_payment': '分期交纳保险费'}, {'product_term': '英大人寿[2016]疾病保险011号'}
{'file_name': '7fa584ee-7869-4b6d-bd18-bb98a6ce9906_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加合家康健提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '7fbe15f4-a56f-4037-845e-68aa6fc071b5_TERMS'}, {'product_category': '人生重大疾病保险条款'}, {'product_name': '验证条款农银健康人生重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '农银人寿[2014]年疾病保险014号'}
{'file_name': '7fc49b16-a37b-4b72-b5f9-b375192b8936_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '公司给付重大疾病保险'}, {'product_payment': '无'}, {'product_term': '新华保险[2016]疾病保险068号'}
{'file_name': '7fc7c67f-3c1f-4e40-8efa-d3b9d73b24ce_TERMS'}, {'product_category': '一号重大疾病保险条款'}, {'product_name': '股份有限公司关爱宝一号重大疾病保险条款'}, {'product_payment': '分期交付保险费'}, {'product_term': '华夏人寿[2016]疾病保险001号'}
{'file_name': '7ff37944-8476-4ecf-a764-f3e047388898_TERMS'}, {'product_category': '少儿重大疾病保险'}, {'product_name': '少儿重大少儿重大少儿重大疾病保险'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '80020c59-049c-42ac-a287-c90f08c44e01_TERMS'}, {'product_category': '人生重大疾病保险'}, {'product_name': '附加健康人生重大疾病保险'}, {'product_payment': '一次性交清保险费'}, {'product_term': '昆仑健康[2017]疾病保险044号'}
{'file_name': '8049cc6d-2836-42e0-9d9f-ec00fc1c8af8_TERMS'}, {'product_category': '尔丽重大疾病保险'}, {'product_name': '验证条款信泰莫非尔丽重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '信泰人寿[2016]疾病保险014号'}
{'file_name': '80f590cf-8fd4-4c5b-a41c-a7e444d03237_TERMS'}, {'product_category': '长期重大疾病保险'}, {'product_name': '安联附加安康倍增长期重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '安联人寿[2017]疾病保险005号'}
{'file_name': '80fda690-c015-4202-b3a5-a1e369a687d9_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '百年附加财富通提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '812fff70-b088-43ec-916a-8cca9fe54252_TERMS'}, {'product_category': '保轻症疾病保险条款'}, {'product_name': '验证条款国华附加至尊保轻症疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '国华人寿[2017]疾病保险022号'}
{'file_name': '814d3a9a-8b8f-4e6d-8939-444af57715d9_TERMS'}, {'product_category': '向重大疾病保险'}, {'product_name': '合同的累计保险费数额向重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰康人寿[2015]疾病保险045号'}
{'file_name': '818c7f10-a3c8-44e4-9e8f-edfccf55f68d_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加尊享财富额外给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '阳光人寿[2010]疾病保险025号'}
{'file_name': '8192dcc7-73b7-4ab6-af20-e28e590400a2_TERMS'}, {'product_category': '定期重大疾病保险条款'}, {'product_name': '保险有限公司附加定期重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '方正人寿[2012]疾病保险036号'}
{'file_name': '81db0441-5003-4dda-ac90-24e6e73b403d_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '东吴附加医保健提前给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '东吴人寿[2013]疾病保险005号'}
{'file_name': '82009230-baba-4260-a303-8be344d40d5b_TERMS'}, {'product_category': '长春藤重大疾病保险条款'}, {'product_name': '股份有限公司附加长春藤重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '华夏人寿[2016]疾病保险049号'}
{'file_name': '820c0ea2-556e-4291-a434-28d4828ce0e4_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '君龙附加额外给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '君龙人寿[2011]疾病保险016号'}
{'file_name': '8246e8e3-8d5a-49b0-b955-2fb9dea8f329_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '本合同的保险金额给付重大疾病保险'}, {'product_payment': '分期交纳保险费'}, {'product_term': '英大人寿[2015]疾病保险007号'}
{'file_name': '824a92c7-1b69-4858-999d-0794b5e84b5c_TERMS'}, {'product_category': '人生重大疾病保险条款'}, {'product_name': '国泰美怡人生重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '国泰人寿[2014]疾病保险019号'}
{'file_name': '826571c9-f63e-47a3-9568-c6757da30f04_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '阳光人寿附加豁免保险费重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '阳光人寿[2009]疾病保险073号'}
{'file_name': '8265ac1f-3b1b-46d8-93a1-79cad150ca7a_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '公司按以下标准给付重大疾病保险'}, {'product_payment': '无'}, {'product_term': '天安人寿[2015]疾病保险004号'}
{'file_name': '8283ef32-e71b-47c6-9100-4834bfb2437d_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加金玉长安提前给付重大疾病保险'}, {'product_payment': '分期交纳保险费'}, {'product_term': '新大东方[2010]疾病保险014号'}
{'file_name': '8289f103-5d7a-46e1-8e8c-8c61121e555c_TERMS'}, {'product_category': '终身重大疾病保险'}, {'product_name': '条款国华华瑞国民终身重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '国华人寿[2018]疾病保险012号'}
{'file_name': '82a55dfd-8a65-4451-b6bd-4d4359a77c20_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '终身重大疾病保险条款'}, {'product_payment': '一次性支付保险费'}, {'product_term': '太平人寿[2017]疾病保险001号'}
{'file_name': '82b85dd2-4b1c-4d80-949a-b4c8ae5bc6ec_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '韩附加全佑豁免保险费重大疾病保险'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '83118554-4650-4a7c-811f-a6ee17a86fd6_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加顺鸿终身提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '新大东方[2013]疾病保险003号'}
{'file_name': '836affbf-f431-46a5-9fd6-677a96424526_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰康人寿[2011]疾病保险023号'}
{'file_name': '8419adf7-1099-4316-993d-c13cceaa8462_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '合众安康无忧终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '842660a1-13a1-4a97-8994-df538c23be64_TERMS'}, {'product_category': '定期重大疾病保险条款'}, {'product_name': '中华附加定期重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '中华人寿[2017]疾病保险027号'}
{'file_name': '84bc5c55-be2b-445f-838d-bb8bc7a5352e_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '太平福禄康瑞终身重大疾病保险条款'}, {'product_payment': '一次性支付保险费'}, {'product_term': '太平人寿[2017]疾病保险078号'}
{'file_name': '84dda29b-855a-4c2f-a77b-1151f4d65981_TERMS'}, {'product_category': '至重大疾病保险'}, {'product_name': '招商仁和爱倍至重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '招商仁和[2017]疾病保险024号'}
{'file_name': '8517e747-2a04-403d-b3ea-ed1c7c25b2bf_TERMS'}, {'product_category': '保费重大疾病保险条款'}, {'product_name': '豁免保费重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '太平人寿[2015]疾病保险012号'}
{'file_name': '853ddea1-c48e-4e28-80d5-6ad7cc0cdb3c_TERMS'}, {'product_category': '无忧重大疾病保险'}, {'product_name': '有限公司附加康健无忧重大疾病保险'}, {'product_payment': '无'}, {'product_term': '新华保险[2016]疾病保险045号'}
{'file_name': '855ecec5-8d1e-45d1-962d-ec00ac33ce96_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '本公司将给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '85ca53d9-22c0-47ae-a676-c471bf59201e_TERMS'}, {'product_category': '向重大疾病保险'}, {'product_name': '附加合同的保险费数额向重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰康人寿[2014]疾病保险081号'}
{'file_name': '860e01d6-3b59-44ea-8c96-20cf6fe0f3f4_TERMS'}, {'product_category': '宝重大疾病保险条款'}, {'product_name': '合众附加爱心宝重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '865dfb08-3528-4e78-b3b4-45731b297a87_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加安心人生提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2016]疾病保险047号'}
{'file_name': '868509a2-7f43-4a41-ad53-25adf1aa9354_TERMS'}, {'product_category': '保费重大疾病保险条款'}, {'product_name': '民生附加康裕豁免保费重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '民生保险[2015]疾病保险023号'}
{'file_name': '86cb461b-f34d-424f-a431-9f1e04e59ca3_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '嘉禾附加珍爱一生终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '嘉禾人寿[2009]疾病保险079号'}
{'file_name': '86cd8407-aa71-4008-8d1c-a9433709a818_TERMS'}, {'product_category': '保费重大疾病保险条款'}, {'product_name': '陆家嘴国泰附加豁免保费重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '国泰人寿[2014]疾病保险060号'}
{'file_name': '8732c0e0-86be-4087-9255-1aa585cf2573_TERMS'}, {'product_category': '福重大疾病保险'}, {'product_name': '生命附加福上福重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '生命人寿[2014]疾病保险046号'}
{'file_name': '87b8592b-e2b9-4354-9a71-a193a414816c_TERMS'}, {'product_category': '综合疾病保险'}, {'product_name': '光大永明附加富贵延年综合疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '87c8f93f-c818-4bb7-98f9-5d96330ea65f_TERMS'}, {'product_category': '康顺重大疾病保险条款'}, {'product_name': '百年附加康顺重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '87c9f761-67da-4688-8f76-be67136cfd45_TERMS'}, {'product_category': '无忧重大疾病保险条款'}, {'product_name': '汇丰无忧重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '88096dc1-27fa-48c8-9fc9-65cd418306ab_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '国寿附加康宁提前给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '8829c279-60aa-4ed9-8ecf-4a5784c9ca4e_TERMS'}, {'product_category': '今生重大疾病保险条款'}, {'product_name': '有限公司附加康佑今生重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '方正人寿[2012]疾病保险050号'}
{'file_name': '886bb68a-1074-4cf0-8290-69fcca73f3f4_TERMS'}, {'product_category': '版重大疾病保险条款'}, {'product_name': '中宏长保安康尊享版重大疾病保险条款'}, {'product_payment': '一次性付清保险费'}, {'product_term': '中宏人寿[2017]疾病保险039号'}
{'file_name': '88b80bc1-a8f3-4305-9793-1a1d4ca8c5fd_TERMS'}, {'product_category': '康逸重大疾病保险条款'}, {'product_name': '富德生命康逸重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '富德生命[2016]疾病保险099号'}
{'file_name': '893c8622-dc5c-4b08-8eca-7ad5b193d316_TERMS'}, {'product_category': '一年期重大疾病保险条款'}, {'product_name': '合众健康宝贝一年期重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '8a3a9bfd-16e4-4e0c-9160-12c2671af6ba_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '横琴康终身重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '横琴人寿[2017]疾病保险043号'}
{'file_name': '8b274af3-e0f2-4399-bc65-1a609b3c63db_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加享乐一生提前给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '君龙人寿[2011]疾病保险028号'}
{'file_name': '8c3e5432-46b9-4b05-ba9c-8cddb928b68e_TERMS'}, {'product_category': '定期重大疾病保险'}, {'product_name': '太平真爱定期重大疾病保险'}, {'product_payment': '分期交纳保险费'}, {'product_term': '太平人寿[2009]疾病保险074号'}
{'file_name': '8c75c39a-58b2-4161-a69d-3b9b4b0cc541_TERMS'}, {'product_category': '保费重大疾病保险条款'}, {'product_name': '附加真心投保人豁免保费重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '国泰人寿[2017]疾病保险009号'}
{'file_name': '8c7e0e63-9799-4129-af9c-c4fc132c7453_TERMS'}, {'product_category': '保重大疾病保险'}, {'product_name': '有限公司前海附加福寿保重大疾病保险'}, {'product_payment': '无'}, {'product_term': '前海人寿[2015]疾病保险040号'}
{'file_name': '8c9cb152-2f0b-4213-9a11-1d35b37476c9_TERMS'}, {'product_category': '保重大疾病保险条款'}, {'product_name': '泰康附加健康保重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '8cbbed75-0747-4b3a-aacb-a16c088a04de_TERMS'}, {'product_category': '第一类重大疾病保险'}, {'product_name': '对于以下第一项第一类重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '友邦保险[2016]疾病保险024号'}
{'file_name': '8cd86b39-59a8-45bb-bfe4-6d134c096104_TERMS'}, {'product_category': '轻症疾病保险'}, {'product_name': '第一次轻症疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '昆仑健康[2018]疾病保险009号'}
{'file_name': '8d38a9a7-0a75-4192-88a8-bb8e7260180f_TERMS'}, {'product_category': '首次重大疾病保险'}, {'product_name': '保险金额的三倍给付首次重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '安联人寿[2016]疾病保险004号'}
{'file_name': '8d9fdad4-ee2b-40c4-8eec-d4adb5789267_TERMS'}, {'product_category': '特定疾病保险'}, {'product_name': '平安附加少儿平安福特定疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2018]疾病保险009号'}
{'file_name': '8dd1f0f8-a080-4c8c-a69d-846be6582723_TERMS'}, {'product_category': '福重大疾病保险'}, {'product_name': '平安守护福重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2018]疾病保险034号'}
{'file_name': '8e672c2c-7cf7-4f9a-934c-b2056c8da5dd_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '我们将给付重大疾病保险'}, {'product_payment': '无'}, {'product_term': '阳光人寿[2013]疾病保险015号'}
{'file_name': '8e8c7146-9adc-497f-91e6-6ee53adae3b9_TERMS'}, {'product_category': '无忧重大疾病保险条款'}, {'product_name': '复星保德信附加一生无忧重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '德信人寿[2012]疾病保险018号'}
{'file_name': '8ebf6cc6-44b9-4b60-b171-b82ca2744843_TERMS'}, {'product_category': '少儿重大疾病保险条款'}, {'product_name': '司中韩附加安康成长少儿重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '8ec2c443-1c3a-4205-afe5-1ee32351cdda_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加领先财智额外给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '三星人寿[2015]疾病保险035号'}
{'file_name': '8ee51bd3-77b3-48c2-9a95-109b6941345f_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加少儿平安福提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2016]疾病保险010号'}
{'file_name': '8f34b963-fe81-41ca-a955-4acbbde0fb02_TERMS'}, {'product_category': '健康重大疾病保险条款'}, {'product_name': '泰康臻爱健康重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '8f777b5c-cae2-4f86-be6c-635a19afc94b_TERMS'}, {'product_category': '优选重大疾病保险条款'}, {'product_name': '银康联附加交银宝贝优选重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '交银康联[2017]疾病保险007号'}
{'file_name': '8f8e384e-c815-4a06-9807-28d0b5e3b434_TERMS'}, {'product_category': '福重大疾病保险条款'}, {'product_name': '陆家嘴国泰附加顺意福重大疾病保险条款'}, {'product_payment': '分期交付保险费'}, {'product_term': '国泰人寿[2016]疾病保险029号'}
{'file_name': '9059acac-8205-4e45-ad58-f57c538adb01_TERMS'}, {'product_category': '生重大疾病保险条款'}, {'product_name': '太平附加福佑金生重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '太平人寿[2014]疾病保险072号'}
{'file_name': '9105a4fa-b0c7-44c3-87b8-710f3b12bdac_TERMS'}, {'product_category': '少儿重大疾病保险'}, {'product_name': '正德附加少儿重大疾病保险'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': '911b9e72-92ce-43d3-ae01-2ac1077ac4f2_TERMS'}, {'product_category': '天使重大疾病保险条款'}, {'product_name': '太平附加守护天使重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '太平人寿[2015]疾病保险66号'}
{'file_name': '91346cdb-232a-4d19-8d8c-2094a01152ae_TERMS'}, {'product_category': '少儿重大疾病保险条款'}, {'product_name': '纽约人寿附加乐宁少儿重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '纽约人寿[2010]疾病保险003号'}
{'file_name': '9161fd35-a51d-4860-ae4a-d93b40388f57_TERMS'}, {'product_category': '定期重大疾病保险条款'}, {'product_name': '健康定期重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '新华保险[2014]疾病保险006号'}
{'file_name': '91b22fd1-b7d6-442d-98a2-9e7e27cd957f_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '百年康赢一生终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '923e2e12-2d21-49c2-bb88-3b5e73f015d6_TERMS'}, {'product_category': '随心重大疾病保险'}, {'product_name': '安联附加超级随心重大疾病保险'}, {'product_payment': '无'}, {'product_term': '安联人寿[2016]疾病保险019号'}
{'file_name': '925f43e3-e4e8-4064-aa7b-eaae55aefa56_TERMS'}, {'product_category': '终身重大疾病保险'}, {'product_name': '国寿广佑人生终身重大疾病保险'}, {'product_payment': '分期交付保险费'}, {'product_term': '无'}
{'file_name': '927edc71-56ef-4d24-bfb4-4a948e3e8dbf_TERMS'}, {'product_category': '第二类重大疾病保险'}, {'product_name': '第二类重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': '92a0091e-d6da-4196-9f18-09933e6101a5_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '国华人寿[2015]疾病保险048号'}
{'file_name': '92af5d5d-de80-4d99-a272-8b66e53e5db9_TERMS'}, {'product_category': '标准重大疾病保险条款'}, {'product_name': '恒安标准重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '标准司字[2014]256号'}
{'file_name': '92d26165-a0e8-4b0e-b13b-6d75a329f66f_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '公司前海附加豁免保险费重大疾病保险'}, {'product_payment': '无'}, {'product_term': '前海人寿[2015]疾病保险011号'}
{'file_name': '931ecfca-8b6b-445f-b038-ac52bd00345b_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '吉祥人寿万年青终身重大疾病保险条款'}, {'product_payment': '分期交付保险费'}, {'product_term': '吉祥人寿[2017]疾病保险008号'}
